State,$,TOK_INT,TOK_SHORT,TOK_FLOAT,TOK_CHAR,TOK_VOID,TOK_BOOL,TOK_BOOLEAN,TOK_STRUCT,TOK_INT8_T,TOK_INT16_T,TOK_INT32_T,TOK_INT64_T,TOK_SIGNED,TOK_UNSIGNED,TOK_EXTERN,TOK_STATIC,TOK_IF <val>,TOK_ELSE <val>,TOK_FOR,TOK_WHILE,TOK_REPEAT,TOK_UNTIL,TOK_SWITCH,TOK_CASE,TOK_DEFAULT,TOK_BREAK,TOK_CONTINUE,TOK_RETURN,TOK_SIZEOF,TOK_BEGIN,TOK_END,TOK_TRUE,TOK_FALSE,TOK_IDENTIFIER,TOK_INTEGER,TOK_FLOAT_LIT,TOK_CHAR_LIT,TOK_STRING_LIT,TOK_PLUS,TOK_MINUS,TOK_MULT,TOK_DIV,TOK_MOD,TOK_ASSIGN,TOK_EQ,TOK_NE,TOK_LT,TOK_LE,TOK_GT,TOK_GE,TOK_SPACESHIP,TOK_AND,TOK_OR,TOK_NOT,TOK_BITOR,TOK_XOR,TOK_BITNOT,TOK_LSHIFT,TOK_RSHIFT,TOK_INC,TOK_DEC,TOK_PLUSEQ,TOK_MINUSEQ,TOK_MULTEQ,TOK_DIVEQ,TOK_MODEQ,TOK_ARROW,TOK_AMP,TOK_STAR,TOK_LPAREN,TOK_RPAREN,TOK_LBRACKET,TOK_RBRACKET,TOK_SEMICOLON,TOK_COMMA,TOK_DOT,TOK_COLON
354,,,,,,,,,,,,,,,,,,,,s329,s330,s331,,s64,s332,s333,s67,s68,s69,s70,s44,,s72,s73,s334,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
355,,,,,,,,,,,,,,,,,,,,s329,s330,s331,,s64,s332,s333,s67,s68,s69,s70,s44,,s72,s73,s334,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
356,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19,r19
357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s70,s120,s371,s72,s73,s121,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,s203,,,,s204,
358,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180,r180
359,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186,r186
360,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192,r192
361,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198,r198
362,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190,r190
363,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196,r196
364,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188,r188
365,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194,r194
366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s372,,,,s200,,
367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s70,,,s72,s73,s121,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s70,,,s72,s73,s121,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s375,,,,s200,,
370,,,,,,,,,,,,,,,,,,,,s329,s330,s331,,s64,s332,s333,s67,s68,s69,s70,s44,,s72,s73,s334,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
371,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20,r20
372,,,,,,,,,,,,,,,,,,,,s329,s330,s331,,s64,s332,s333,s67,s68,s69,s70,s44,,s72,s73,s334,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s70,,,s72,s73,s121,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,s377,,,,,,
374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s70,,,s72,s73,s121,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,s379,,,,,,
375,,,,,,,,,,,,,,,,,,,,s329,s330,s331,,s64,s332,s333,s67,s68,s69,s70,s44,,s72,s73,s334,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,,,,s329,s330,s331,,s64,s332,s333,s67,s68,s69,s70,s44,,s72,s73,s334,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s382,,,,s200,,
379,,,,,,,,,,,,,,,,,,,,s329,s330,s331,,s64,s332,s333,s67,s68,s69,s70,s44,,s72,s73,s334,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s383,,,,s200,,
381,,,,,,,,,,,,,,,,,,,,s329,s330,s331,,s64,s332,s333,s67,s68,s69,s70,s44,,s72,s73,s334,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
382,,,,,,,,,,,,,,,,,,,,s329,s330,s331,,s64,s332,s333,s67,s68,s69,s70,s44,,s72,s73,s334,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
383,,,,,,,,,,,,,,,,,,,,s329,s330,s331,,s64,s332,s333,s67,s68,s69,s70,s44,,s72,s73,s334,s75,s76,s77,s78,s79,s80,,,,,,,,,,,,,,s81,,,s82,,,s83,s84,,,,,,,s85,s86,s87,,,,s88,,,
